DATASET = All time best instance set VeRoLog competition
NAME = tools over distance over vehicle days over vehicles with 1000 requests over 25 days

DAYS = 25
CAPACITY = 50
MAX_TRIP_DISTANCE = 16000
DEPOT_COORDINATE = 0

VEHICLE_COST = 1
VEHICLE_DAY_COST = 2000
DISTANCE_COST = 100000

TOOLS = 3
1	3	124	30000000
2	9	102	30000000
3	3	114	40000000

COORDINATES = 952
0	3976	3992
1	9492	6138
2	7904	6140
3	6617	7532
4	9133	6146
5	5701	6147
6	9397	6149
7	8836	6150
8	8025	6165
9	9134	6173
10	4275	6176
11	8736	6181
12	7086	6195
13	6168	8008
14	7988	6210
15	3615	6225
16	8856	6228
17	7543	6232
18	6264	6241
19	4227	6290
20	8183	6309
21	8263	6321
22	6700	6347
23	8000	6168
24	4434	4169
25	3605	6175
26	6329	6398
27	7854	6406
28	6698	6406
29	3848	6424
30	7816	6432
31	7458	6469
32	8286	6473
33	6142	6480
34	6013	6496
35	7089	6193
36	8445	6519
37	7909	6520
38	7676	6527
39	4353	6540
40	7024	8205
41	3837	6556
42	7806	6557
43	8262	6560
44	7423	6562
45	7824	6573
46	7461	6589
47	7548	6593
48	8369	6623
49	3341	6625
50	4415	4211
51	3667	6639
52	7229	6662
53	8321	6666
54	8803	6673
55	7699	6674
56	7282	6675
57	7863	6686
58	4072	6690
59	8751	6708
60	7989	6725
61	6909	6733
62	8504	6736
63	8701	6741
64	8625	6763
65	4180	6765
66	3979	6765
67	8303	6792
68	3708	4752
69	7125	6814
70	4218	6830
71	3492	6847
72	8062	6851
73	4663	6866
74	3399	6879
75	3885	6890
76	4033	6892
77	8043	6900
78	7820	6916
79	8443	6917
80	9628	6918
81	8681	6921
82	3939	6969
83	4064	6977
84	8204	4268
85	9177	6997
86	4107	7023
87	4309	7025
88	4290	7026
89	3541	7028
90	8764	7077
91	8919	7079
92	3680	7083
93	7981	7095
94	7938	7101
95	7738	7111
96	7706	7115
97	8138	7124
98	3697	7126
99	4299	7138
100	4086	7143
101	7680	7146
102	7292	7163
103	7562	7181
104	7493	7196
105	4433	7225
106	4097	7228
107	8016	7231
108	6839	7232
109	4219	7248
110	7367	7268
111	4042	7271
112	7416	7294
113	7522	7297
114	8210	7299
115	6719	7299
116	3945	7304
117	7170	7971
118	6909	7317
119	8018	7325
120	7060	7337
121	8264	4329
122	7311	4371
123	7160	8774
124	7742	7378
125	8268	7391
126	8960	7392
127	7293	7394
128	7643	7400
129	7228	7400
130	9015	7445
131	6565	7461
132	7743	7468
133	8365	7480
134	7095	7489
135	6941	7490
136	9533	7527
137	6547	7528
138	6030	7537
139	3542	7541
140	6766	7557
141	6677	7563
142	9299	7563
143	5696	7980
144	6314	7571
145	8449	7583
146	7763	7592
147	7680	7599
148	6389	7609
149	3908	7618
150	7716	7647
151	5651	7651
152	8924	7675
153	7570	7679
154	5733	7684
155	6430	7690
156	9458	7697
157	7322	7707
158	6622	7714
159	8738	7716
160	5816	7731
161	8167	7755
162	6432	7771
163	8364	7777
164	6625	7797
165	8277	7806
166	8580	7809
167	5545	7829
168	8825	7834
169	6859	7860
170	7351	7870
171	5448	7874
172	7047	7876
173	5359	7895
174	6480	7902
175	6800	7923
176	8071	7937
177	7322	7937
178	6454	7942
179	5399	7944
180	4263	5591
181	7372	7970
182	6127	7977
183	6271	7981
184	7949	7995
185	7005	8004
186	8549	8004
187	5795	8011
188	7829	8448
189	5399	8015
190	9453	8026
191	7878	8047
192	7517	8051
193	7366	8065
194	9339	8072
195	7667	8088
196	3987	3995
197	6911	8098
198	7999	8108
199	5469	8117
200	4690	3596
201	7581	8143
202	5850	8149
203	6943	8149
204	5704	6470
205	7701	8163
206	6168	8169
207	6427	8176
208	6558	8177
209	4093	4469
210	8492	8184
211	5908	8186
212	9048	8192
213	7301	8204
214	8442	4475
215	7359	8217
216	9379	6000
217	6842	8246
218	5538	8253
219	9248	8267
220	5361	8302
221	8743	8497
222	7930	8405
223	5788	8324
224	3097	2492
225	7694	8344
226	8782	8379
227	5612	8399
228	6552	8401
229	6636	8401
230	7756	8405
231	8841	8408
232	8060	8410
233	7302	8419
234	6551	8421
235	6089	8455
236	5585	8467
237	7396	8471
238	7664	8496
239	5873	8508
240	4681	2523
241	6834	8524
242	7147	8526
243	5796	4530
244	5669	8565
245	7761	8578
246	5809	8591
247	6593	8600
248	6934	8609
249	7654	8610
250	3388	6546
251	7525	8623
252	9828	8623
253	8942	8631
254	3933	6549
255	7401	8642
256	8092	4546
257	6305	8653
258	9086	6015
259	8624	8666
260	7876	8667
261	5841	8682
262	5331	4554
263	9861	8690
264	8492	6557
265	7680	8702
266	6378	8739
267	6433	8755
268	5992	2562
269	6494	8764
270	4097	4567
271	5441	8773
272	6814	8778
273	6924	8785
274	8074	8793
275	7381	8794
276	7723	8802
277	5657	8804
278	7304	8580
279	7305	6577
280	8566	8814
281	7338	8838
282	6045	8847
283	7739	8872
284	8383	4585
285	5825	2584
286	7080	8895
287	8480	8903
288	7069	8905
289	4584	4022
290	7706	8929
291	6720	8932
292	5816	9002
293	6666	9042
294	7744	8619
295	7837	9046
296	7884	4616
297	7837	9070
298	7360	9085
299	7746	9085
300	6827	9099
301	6358	9104
302	6924	9106
303	8192	9232
304	9573	9115
305	9526	9117
306	7590	9146
307	6326	9161
308	8561	4633
309	7318	9176
310	5856	9182
311	7501	9205
312	9466	9205
313	6904	9206
314	9270	9211
315	6685	9223
316	8625	9230
317	7601	9232
318	5700	8653
319	7326	9246
320	7212	9250
321	7176	9253
322	7909	9254
323	6830	9260
324	3816	6656
325	6348	9281
326	9272	9298
327	8814	9312
328	8745	9320
329	6690	9322
330	6725	9329
331	6389	9338
332	9288	9346
333	9051	9362
334	9347	9362
335	6655	9373
336	6630	9379
337	8326	9384
338	8000	9394
339	8226	9403
340	6207	9409
341	9175	9438
342	8580	9450
343	7808	9466
344	7951	9506
345	6778	9519
346	9087	9523
347	7001	9525
348	7264	9553
349	8997	9575
350	6872	9595
351	8520	9654
352	8632	9780
353	6391	9876
354	9083	5657
355	8912	7259
356	7802	6058
357	2567	2779
358	7429	4790
359	4218	4596
360	3720	4809
361	6962	8830
362	7636	7270
363	7658	8073
364	6785	7679
365	6577	8874
366	1879	2873
367	5678	4886
368	6503	2902
369	8840	4907
370	8837	4887
371	8064	4916
372	8791	6681
373	9760	8091
374	6179	2937
375	2977	4944
376	7935	6950
377	7246	4951
378	5910	2950
379	6405	6961
380	4320	6966
381	7385	6971
382	8374	6099
383	7154	6980
384	5805	2980
385	4205	7002
386	8453	7003
387	3977	7010
388	7724	6506
389	8604	7015
390	7860	5017
391	8019	5308
392	8929	6109
393	3845	5024
394	8102	9316
395	3885	4115
396	7119	5967
397	6688	3066
398	8321	9323
399	2848	3091
400	4528	7106
401	6632	21
402	6395	66
403	7711	5120
404	8081	9128
405	6536	79
406	4282	6546
407	4476	7126
408	7599	5125
409	3165	5133
410	4279	3150
411	7187	5168
412	6755	358
413	8897	8542
414	6208	447
415	6769	3183
416	6592	469
417	9225	7192
418	4867	3186
419	6336	483
420	7515	7199
421	7777	9207
422	4199	5205
423	6154	8548
424	8891	5215
425	3687	7222
426	6560	718
427	7400	5229
428	8373	9238
429	6680	738
430	6732	770
431	4144	7248
432	6679	6955
433	6287	888
434	6429	911
435	7410	5265
436	8778	7271
437	8268	5273
438	8740	5895
439	4682	3360
440	6785	1074
441	3374	4162
442	7021	7298
443	3462	7300
444	6626	1125
445	4619	6966
446	6380	1148
447	7161	5350
448	7877	4574
449	3679	5352
450	6800	1462
451	6282	1592
452	6971	1606
453	8815	4981
454	5938	1668
455	8124	6183
456	5661	3402
457	6841	1813
458	7127	1854
459	1614	1886
460	4951	1899
461	6911	1910
462	1504	1918
463	0	1922
464	5718	1925
465	6511	1935
466	6401	1936
467	3634	4243
468	7229	1979
469	8443	9455
470	5497	2058
471	7687	5456
472	5522	2085
473	26	2121
474	6297	2134
475	6896	2137
476	6286	2152
477	8328	7471
478	6482	2161
479	3303	3471
480	7531	4599
481	6024	2211
482	6068	2220
483	4850	2222
484	5194	2239
485	6426	2248
486	5015	2277
487	1573	2309
488	5113	2317
489	6251	2318
490	4879	2356
491	4879	2379
492	3723	7515
493	7542	5511
494	7012	2437
495	4921	2454
496	4847	2470
497	4988	2491
498	6277	2503
499	4109	2504
500	6072	3523
501	5982	2528
502	5950	2538
503	3932	2542
504	3037	2551
505	8117	7537
506	3869	2553
507	4968	2559
508	5973	2565
509	3244	2577
510	3995	2608
511	4244	2630
512	4592	2632
513	3267	2640
514	3247	2649
515	4863	2665
516	6942	2673
517	2943	2677
518	4557	2678
519	6756	2680
520	6208	2695
521	3932	2752
522	7205	2754
523	5684	2757
524	8879	5569
525	5484	3567
526	6353	2772
527	4236	2775
528	5069	2778
529	4804	2778
530	1561	2787
531	4137	2790
532	5859	2801
533	5273	2805
534	3543	2812
535	4899	2816
536	4073	2832
537	4673	2836
538	6632	2846
539	5757	2847
540	5831	2850
541	5008	2870
542	744	2875
543	6556	2875
544	3219	2892
545	4173	2899
546	4005	2911
547	2616	2916
548	6010	2939
549	5858	2979
550	6503	2983
551	5993	2987
552	5221	2994
553	1705	2999
554	3004	2999
555	9754	8228
556	5355	3025
557	5560	3033
558	5474	3040
559	6378	3051
560	6611	3055
561	3868	3056
562	6455	3060
563	4753	3061
564	5981	3064
565	4097	3065
566	5940	3079
567	2200	3082
568	6077	3082
569	4150	3086
570	4019	3097
571	6360	3106
572	4093	3113
573	2524	3117
574	5979	3117
575	5823	3118
576	5527	3127
577	3159	3131
578	8119	7636
579	6487	3149
580	4652	3160
581	4781	3163
582	6766	3185
583	4184	3190
584	6166	3218
585	4067	3242
586	4909	3247
587	3482	3252
588	5259	3260
589	6554	3261
590	6003	3266
591	4037	3276
592	2793	3295
593	4918	3299
594	4762	3305
595	3699	3308
596	6387	3337
597	2456	3346
598	1605	3347
599	2921	3351
600	5297	3351
601	5430	3355
602	4068	3364
603	4554	3366
604	7283	5670
605	8749	7440
606	7832	5673
607	6228	3397
608	6284	7679
609	5437	3405
610	5638	3420
611	6679	3430
612	5576	3432
613	6509	3459
614	6514	3480
615	5656	3483
616	4172	3507
617	1247	3529
618	6187	3538
619	4483	3542
620	4754	3589
621	6853	5708
622	5299	4472
623	4308	3617
624	4304	3621
625	6061	3629
626	5224	3633
627	6696	3657
628	7129	5512
629	5529	3671
630	4863	3695
631	2363	3735
632	4718	3751
633	5500	7741
634	4802	3781
635	4934	3786
636	6685	5740
637	1799	3791
638	4609	3804
639	5792	3741
640	4997	3839
641	5344	3846
642	4530	3848
643	5103	3865
644	4069	3867
645	4306	3908
646	4433	3928
647	3752	3975
648	5036	3977
649	6766	3979
650	4816	3980
651	3830	4002
652	2232	4006
653	4118	4007
654	5961	4009
655	6743	4014
656	7294	4016
657	4032	4017
658	3831	4027
659	1906	4033
660	4671	4036
661	4110	4049
662	3768	4056
663	3970	4064
664	5727	4070
665	3649	4083
666	1899	4124
667	4107	4133
668	8347	4141
669	8309	4164
670	3799	4169
671	3633	4180
672	3209	4183
673	7912	4186
674	3520	4190
675	4205	4241
676	3809	4241
677	3481	4242
678	4480	4243
679	8068	4242
680	5561	4244
681	8300	4247
682	4472	4249
683	3688	4252
684	8764	4254
685	5889	3815
686	2383	4282
687	4624	4282
688	6335	3819
689	4280	4286
690	4790	4288
691	8607	4288
692	5139	4269
693	5189	4295
694	6071	4301
695	4216	4301
696	8784	5826
697	5190	4312
698	6779	4314
699	3868	4315
700	5443	4317
701	8714	4317
702	4294	4338
703	6289	4347
704	8227	4236
705	5522	4365
706	8380	4366
707	4552	4369
