DATASET = All time best instance set VeRoLog competition
NAME = tools over distance over vehicle days over vehicles with 500 requests over 15 days

DAYS = 15
CAPACITY = 45
MAX_TRIP_DISTANCE = 15000
DEPOT_COORDINATE = 0

VEHICLE_COST = 1
VEHICLE_DAY_COST = 5000
DISTANCE_COST = 200000

TOOLS = 3
1	3	108	10000000
2	6	108	10000000
3	15	114	20000000

COORDINATES = 489
0	3917	6819
1	8409	6157
2	7392	6161
3	9067	6166
4	9144	6183
5	7513	6197
6	8498	6151
7	7406	6292
8	8725	6298
9	5361	4335
10	6212	6371
11	6903	8573
12	8518	6398
13	4837	2169
14	3572	6410
15	5912	6413
16	6895	6454
17	3711	6477
18	4043	6498
19	7909	6520
20	7676	6527
21	3529	6537
22	8212	6547
23	7500	6549
24	8626	6565
25	5939	8213
26	7055	6633
27	3556	6217
28	7030	6653
29	8669	6661
30	7229	6662
31	3474	6654
32	4284	6224
33	7890	6705
34	6556	8230
35	8605	6228
36	3372	6743
37	6325	2231
38	7689	6803
39	8069	6870
40	4033	6892
41	4198	6903
42	4574	6917
43	9628	6918
44	3930	6931
45	7745	6265
46	8204	4268
47	8426	6993
48	7729	7027
49	4590	7032
50	5928	7041
51	8967	7072
52	6886	7074
53	8742	7094
54	7747	7100
55	3688	7144
56	7929	7147
57	7915	7177
58	7121	7183
59	7688	7192
60	6854	7214
61	8794	7235
62	7980	4316
63	9046	7286
64	4411	7289
65	6600	7344
66	8048	7348
67	8887	7355
68	7516	7358
69	7212	7397
70	7643	7400
71	3841	7443
72	6565	7461
73	4211	7472
74	8652	7474
75	9420	7511
76	8615	7524
77	6794	7537
78	6766	7557
79	7836	8376
80	3797	4780
81	6107	9183
82	7286	7656
83	6729	7690
84	7206	4390
85	9558	7735
86	8410	7741
87	6719	7773
88	7526	7774
89	5625	7795
90	6816	7820
91	5813	7873
92	9879	7932
93	8364	7936
94	5399	7944
95	7625	8437
96	6647	7949
97	6117	7957
98	7047	8014
99	5372	8027
100	7728	8064
101	8891	8458
102	5543	8082
103	6895	8099
104	7228	8111
105	6023	3996
106	6920	8157
107	9017	4471
108	8979	8228
109	6711	8283
110	6853	8295
111	7187	8299
112	7793	8306
113	8073	6503
114	8186	8390
115	3823	8403
116	7756	8405
117	6551	8421
118	5646	8426
119	8423	8459
120	8864	8461
121	5747	8493
122	6201	8508
123	7603	8517
124	6874	8534
125	6135	8545
126	6593	8600
127	5527	8548
128	3994	4542
129	3940	8635
130	7922	8638
131	6976	8647
132	3887	2546
133	5605	8666
134	6296	8682
135	6742	8724
136	5437	8754
137	5992	2562
138	6494	8764
139	7215	8767
140	5649	8775
141	6814	8778
142	6824	8794
143	9388	8892
144	6028	8920
145	5382	8927
146	8017	8960
147	7374	8967
148	5496	9020
149	6773	9031
150	7801	9040
151	7336	9041
152	6666	9042
153	6051	8623
154	7360	9085
155	7746	9085
156	5792	9089
157	6924	9106
158	7062	9119
159	8027	9157
160	6336	9237
161	7926	9267
162	7994	9274
163	7471	9282
164	8998	4434
165	6550	9360
166	6655	9373
167	9081	9378
168	8668	9392
169	9122	9424
170	2564	4441
171	7017	9519
172	3714	4696
173	8136	9552
174	8569	9651
175	8752	9765
176	6001	9840
177	3398	6750
178	6165	9863
179	7058	4854
180	3502	2757
181	6238	8773
182	7371	9995
183	6901	8785
184	7429	4790
185	8754	5956
186	9300	6036
187	5581	4807
188	7939	6818
189	5743	8826
190	8392	4875
191	3688	4077
192	5078	2868
193	4173	6900
194	3933	6903
195	8748	4931
196	8774	6144
197	6405	6961
198	3971	4994
199	8308	6105
200	8134	7016
201	7952	9021
202	8997	7028
203	5536	5064
204	8752	5064
205	6688	3066
206	4159	5076
207	6805	9084
208	4655	3083
209	4252	7094
210	8616	5120
211	7711	5120
212	3511	5125
213	7599	5125
214	6297	141
215	6262	220
216	6850	241
217	6471	265
218	6530	269
219	8462	5169
220	7560	4370
221	7694	6541
222	6592	469
223	7910	5202
224	6154	8548
225	6526	594
226	7400	5229
227	6382	897
228	8758	5267
229	8109	9275
230	3519	4164
231	6405	1175
232	7057	5068
233	7399	9323
234	8525	9327
235	4263	7326
236	6846	3496
237	5070	5337
